2026-03-23 14:54:05 | SUCCESS  | InsightAI API started — http://0.0.0.0:8000
2026-03-23 14:54:05 | INFO     |   Docs : http://localhost:8000/docs
2026-03-23 14:54:05 | INFO     |   ReDoc: http://localhost:8000/redoc
2026-03-23 14:55:21 | INFO     | POST /query — 'What is the waiting period for pre-existing diseases in HDFC Easy Health?'
2026-03-23 14:55:21 | INFO     | 
============================================================
2026-03-23 14:55:21 | INFO     | Query: What is the waiting period for pre-existing diseases in HDFC Easy Health?
2026-03-23 14:55:21 | INFO     | ============================================================
2026-03-23 14:55:21 | INFO     | [retrieve] Query: 'What is the waiting period for pre-existing diseases in HDFC Easy Health?'
2026-03-23 14:55:21 | ERROR    | [retrieve] Failed: 'NoneType' object has no attribute 'retrieve'
2026-03-23 14:55:21 | INFO     | [router] Score=0 → rewrite_query (attempt 1/2)
2026-03-23 14:55:21 | INFO     | [rewrite_query] Rewriting (attempt 1/2)…
2026-03-23 14:55:21 | ERROR    | [rewrite_query] Failed: 'NoneType' object has no attribute 'invoke'. Keeping original query.
2026-03-23 14:55:21 | INFO     | [retrieve] Query: 'What is the waiting period for pre-existing diseases in HDFC Easy Health?'
2026-03-23 14:55:21 | ERROR    | [retrieve] Failed: 'NoneType' object has no attribute 'retrieve'
2026-03-23 14:55:21 | INFO     | [router] Score=0 → rewrite_query (attempt 2/2)
2026-03-23 14:55:21 | INFO     | [rewrite_query] Rewriting (attempt 2/2)…
2026-03-23 14:55:21 | ERROR    | [rewrite_query] Failed: 'NoneType' object has no attribute 'invoke'. Keeping original query.
2026-03-23 14:55:21 | INFO     | [retrieve] Query: 'What is the waiting period for pre-existing diseases in HDFC Easy Health?'
2026-03-23 14:55:21 | ERROR    | [retrieve] Failed: 'NoneType' object has no attribute 'retrieve'
2026-03-23 14:55:21 | WARNING  | [router] Max rewrites reached → generate_answer (best-effort)
2026-03-23 14:55:21 | INFO     | [generate_answer] Generating structured answer…
2026-03-23 14:55:21 | ERROR    | [generate_answer] Failed: 'NoneType' object has no attribute 'invoke'
2026-03-23 14:55:21 | INFO     | [audit_answer] Auditing generated answer…
2026-03-23 14:55:21 | ERROR    | [audit_answer] Parse error: 'NoneType' object has no attribute 'invoke'
2026-03-23 14:55:21 | INFO     |   → decision=informational | confidence=15 | audit=70 | chunks=0 | rewrites=2 | 0.06s
2026-03-23 14:59:53 | INFO     | Temp directory cleaned up.
2026-03-23 14:59:53 | INFO     | InsightAI API shut down.
2026-03-23 15:05:10 | INFO     | Initialising RAG pipeline components…
2026-03-23 15:05:10 | INFO     | Initialising retriever…
2026-03-23 15:05:19 | SUCCESS  | Connected to Weaviate.
2026-03-23 15:05:19 | ERROR    | Startup failed — could not initialise pipeline: [Errno 2] No such file or directory: 'C:/AI-DS/Projects_new/Insight_ai_final/app/storage/docstore.json'
2026-03-23 15:29:24 | INFO     | Initialising RAG pipeline components…
2026-03-23 15:29:24 | INFO     | Initialising retriever…
2026-03-23 15:29:34 | SUCCESS  | Connected to Weaviate.
2026-03-23 15:29:34 | SUCCESS  | Index loaded from storage.
2026-03-23 15:29:34 | SUCCESS  | Pipeline ready.
